ID (TextGridURI),Texts concerned,Commenté en note scientifique dans textGrid / présence de liens Gallica en note scientifique,Checked Alexandra (avant rédaction des notices descriptives),,IDNO,Map of Paris : extract place ; if yes,,Map of Europe and other countries : put an x in the column to exclude the entry from the map,UNIDENTIFIED Put an x if the place is unknown, leave.it.blank if it is known,PlaceName hist FR,PlaceName hist DE,PlaceName current FR,PlaceName current DE,Type,State FR,State DE,Function FR,Function DE,Artist,Date construction destruction FR,Date construction destruction DE,Location geo,"Description (FR)<p></p>
",Description (DE) <p></p>,Description (DE) - Angela Göbel <p></p> OLD Column,,"Description requise [BC]
","Notes d’Hanna Hartmann [AH], Axelle Janiak [AJ] et Cyril Pasquier [CP], Helmut Larhkamp pour Corfey [HL]

AP : EN bleu : garder les informations pour le champ Description ? ","Description requise [BC]
",Bibliographie
textgrid:3pfgk,Sturm,,OK,,https://www.wikidata.org/wiki/Q3145976,x,,,hôtel de la reine,Hôtel de la reine,Paris, hôtel de Soissons,Paris, Hôtel de Soissons,domestic,détruit,zerstört,hôtel particulier,Hôtel particulier,<Bullant, Jean (https://viaf.org/viaf/64279481)>; <Goujon, Jean (psn:textgrid:3pg98)>; <Brosse, Salomon de (psn:textgrid:3pg6b)>,1571-1585 : construction ; 1611 : modifications ; 1748 : destruction,1571-1585: Errichtung; 1611: Umbauphase; 1748: Zerstörung,48.862857,,"<p>L’hôtel de Soissons fut à l’origine construit pour la reine Catherine de Médicis par l’architecte Jean Bullant entre 1571 et 1585. La nouvelle demeure comprenait notamment une galerie de portraits royaux issus des collections de la reine. L’hôtel fut vendu en 1601 à la duchesse de Bar avant de devenir la propriété de Charles de Bourbon, comte de Soissons, en 1606. Il fut finalement revendu au <smc>XVIII</smc><sup>e</sup> siècle puis détruit à partir de 1747. Il ne subsiste aujourd’hui de l’édifice d’origine que la « colonne Médicis » construite également par Jean Bullant, probablement pour l’observation astronomique. Sur l’emplacement de l’ancien hôtel furent construits la rotonde de la nouvelle Halle au blé en 1767 puis l’actuelle Bourse de commerce de Paris en 1889.</p>
<p>Alexandra Zvereva, « La galerie de portraits de l’hôtel de la Reine (hôtel de Soissons) », <i>Bulletin monumental</i>, 2008, n° 166, p. 33-41. <a>https://doi.org/10.3406/bulmo.2008.2442</a></p>
<p>Alexandre Gady, <i>Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque</i>, Paris, Parigramme, 2008, p. 316.</p>","<p>Das Hôtel de Soissons wurde 1571 bis 1585 vom Architekten Jean Bullant für Königin Caterina de’ Medici errichtet. Ausgestattet war der neue Wohnsitz mit einer Galerie von Königsporträts aus der Sammlung der Königin. Das Stadtpalais wurde 1601 an die Herzogin von Bar verkauft, bevor es 1606 Eigentum von Charles von Bourbon, Graf von Soissons, wurde. Im 18. Jh. wurde das Gebäude erneut veräußert und ab 1747 zerstört. Heute steht von dem historischen Komplex nur noch die monumentale „Colonne Médicis“, die ebenfalls von Jean Bullant errichtet wurde und wahrscheinlich als astronomischer Beobachtungsturm genutzt wurde. An der Stelle des ehemaligen Hôtels wurde 1767 die Rotunde der neuen Halle au blé (Getreidehalle) und 1889 die heutige Bourse de commerce de Paris (Pariser Handelsbörse) errichtet.</p>
<p>Zvereva, Alexandra: „La galerie de portraits de l’hôtel de la Reine (hôtel de Soissons).“ In: Bulletin monumental, Nr. 166 (2008). S. 33-41. <a>https://doi.org/10.3406/bulmo.2008.2442</a></p>
<p>Gady, Alexandre: Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque. Paris, Parigramme, 2008. S. 316.</p>","<p>Das Hôtel de Soissons wurde ursprünglich zwischen 1571 und 1585 für die Königin Katharina von Medici von dem Architekt Jean Bullant errichtet. Der neue Wohnsitz besaß insbesondere eine Galerie mit königlichen Porträts aus der Sammlung der Königin. Das Hôtel wurde 1601 an die Duchesse de Bar verkauft, bevor es 1606 Eigentum von Charles de Boubron, Comte de Soissons wurde. Das Gebäude wurde schließlich im 18. Jh. erneut verkauft und ab 1747 zerstört. Es existiert heute von dem Originalbau nur noch die ""Colonne Médicis"", die ebenfalls von Jean Bullant errichtet wahrscheinlich astronomischen Beobachtungen diente. Auf der Stelle des ehemaligen Hôtels wurde die Rotunde der neuen Halle au blé (Getreidehalle) 1767 errichtet und schließlich 1889 die heutige Bourse de commerce de Paris (Pariser Handelsbörse).</p>
<p>Zvereva, Alexandra: ""La galerie de portraits de l’hôtel de la Reine (hôtel de Soissons)"". In: Bulletin monumental (2008). N°166. S. 33-41.</p>
<p>Gady, Alexandre: Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque. Paris, Parigramme, 2008. S. 316.</p>",x
textgrid:3r2zs,Sturm,,OK,,https://www.wikidata.org/wiki/Q3145976,x,,,hôtel de la Reine, colonne Médicis,Hôtel de la Reine, Colonne Médicis,Paris, hôtel de Soissons, colonne Médicis,Paris, hôtel de Soissons, Colonne Médicis,monuments,conservé,erhalten,,,<Bullant, Jean (https://viaf.org/viaf/64279481)>,1578 : construction,,48.863, 2.343,"<p>De l’ancien hôtel de Soissons ne subsiste aujourd’hui de l’édifice d’origine que la « colonne Médicis » construite également par Jean Bullant, probablement pour l’observation astronomique. L’hôtel de Soissons fut à l’origine construit pour la reine Catherine de Médicis par l’architecte Jean Bullant entre 1571 et 1585. La nouvelle demeure comprenait notamment une galerie de portraits royaux issus des collections de la reine. L’hôtel fut vendu en 1601 à la duchesse de Bar avant de devenir la propriété de Charles de Bourbon, comte de Soissons, en 1606. Il fut finalement revendu au <smc>XVIII</smc><sup>e</sup> siècle puis détruit à partir de 1747. Sur l’emplacement de l’ancien hôtel furent construits la rotonde de la nouvelle Halle au blé en 1767 puis l’actuelle Bourse de commerce de Paris en 1889.</p>
<p>Alexandra Zvereva, « La galerie de portraits de l’hôtel de la Reine (hôtel de Soissons) », <i>Bulletin monumental</i>, 2008, n° 166, p. 33-41. <a>https://doi.org/10.3406/bulmo.2008.2442</a></p>
<p>Alexandre Gady, <i>Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque</i>, Paris, Parigramme, 2008, p. 316.</p>","<p>Heute steht von dem ehemaligen Hôtel de Soissons nur noch die monumentale „Colonne Médicis“, die von Jean Bullant errichtet wurde und wahrscheinlich als astronomischer Beobachtungsturm genutzt wurde. Das einstige Stadtpalais wurde 1571 bis 1585 vom Architekten Jean Bullant für Königin Caterina de’ Medici errichtet. Ausgestattet war der neue Wohnsitz mit einer Galerie von Königsporträts aus der Sammlung der Königin. Das Hôtel wurde 1601 an die Herzogin von Bar verkauft, bevor es 1606 Eigentum von Charles von Bourbon, Graf von Soissons, wurde. Im 18. Jh. wurde das Gebäude erneut veräußert und ab 1747 zerstört. An der Stelle des ehemaligen Hôtels wurde 1767 die Rotunde der neuen Halle au blé (Getreidehalle) und 1889 die heutige Bourse de commerce de Paris (Pariser Handelsbörse) errichtet.</p>
<p>Zvereva, Alexandra: „La galerie de portraits de l’hôtel de la Reine (hôtel de Soissons).“ In: Bulletin monumental, Nr. 166 (2008). S. 33-41. <a>https://doi.org/10.3406/bulmo.2008.2442</a></p>
<p>Gady, Alexandre: Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque. Paris, Parigramme, 2008. S. 316.</p>
"
textgrid:3pfgm,Sturm,,OK,,https://www.wikidata.org/wiki/Q3145979,x,,,hôtel de Léon,Hôtel de Léon,Paris, hôtel de Sourdéac,Paris, Hôtel de Sourdéac,domestic,partiellement conservé,teilweise erhalten,hôtel particulier,Hôtel particulier,<Robelin, Adam (https://www.wikidata.org/wiki/Q17620947)>; <Robelin, Jacques (https://www.wikidata.org/wiki/Q17630676)>,1646 : début des travaux ; 1650 : fin des travaux,1646: Baubeginn; 1650: Bauende,48.850100, 2.335710,,"<p>Das Hôtel de Sourdéac, auch Hôtel de Léon genannt, wurde zwischen 1646-1650 von den Gebrüdern Adam und Jacques Robelin (der erste Architekt und Maurermeister, letzterer nur Maurermeister) anstelle des ehemaligen Hôtel Garancière (Nr. 8 der Rue de la Garancière) für René de Rieux, Évêque-Comte de Léon in der Bretagne, erbaut. Wie auf einem Kupferstich von Jean Marot zu sehen ist, wird die Fassade des Stadtpalates durch kolossale ionische Pilaster rhythmisiert, wobei die Eckvoluten der Kapitelle als skulpierte Widderköpfe ausgebildet sind. Die Parzelle wurde im 19. Jh. beschnitten, aber ein Teil der Fassade, die große Treppe mit ihrem handgeschmiedeten Eisengeländer und die hofseitigen Gebäude sind noch erhalten.</p>
<p>Gady, Alexandre: Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque. Paris, Parigramme, 2008. S. 316.</p>
","<p>Das Hôtel de Sourdéac, auch Hôtel de Léon genannt, wurde zwischen 1646-1650 von den Gebrüdern Adam Robelin (Architekt und Maurermeister) und Jacques Robelin (Maurermeister) auf der Stelle des ehemaligen Hôtel Garancière, Nr. 8 der Rue de la Garancière, für René de Rieux, Évêque-Comte de Léon en Bretagne. Wie auf einem (Kupfer-)Stich von Jean Marot zu sehen ist, zeigte die Hôtelfassade eine Kolossalordnung mit ionischen Pilastern, auf denen sich Widderköpfe befanden. Die Parzelle wurde im 19. Jh. verkürzt, aber die Fassade, die große Treppe mit ihrem geschmiedeten Eisengeländer und die Fassaden des Hofs sind noch erhalten.</p>
<p>Gady, Alexandre: Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque. Paris, Parigramme, 2008. S. 316.</p>
",x,"Appelé aussi hôtel de Léon, il a été construit en 1646-1650 par les frères Adam Robelin (architecte et maître maçon) et Jacques Robelin (maître maçon) sur l’emplacement de l’ancien hôtel Garancière, au 8 rue de la Garancière, pour René de Rieux, évêque-comte de Léon en Bretagne. Sa façade a été gravée par Marot. La parcelle a été amputée au <smc>XIX</smc><sup>e</sup> siècle, mais la façade, le grand escalier avec sa rampe en fer forgé et les élévations sur la cour sont encore conservés. [cp] [révisions AJ]

<p>Sturm parle de l’hôtel de Sourdiac, qui est également connu sous le nom d’hôtel de Léon, au n° 8, rue Garancière. Cet hôtel a été construit en 1646 pour l’évêque de Léon, René de Rieux, qui le légua à son neveu Alexandre de Rieux, marquis de Sourdéac. Le maître maçon Adam Robelin en est l’architecte. La façade de cet hôtel avec son ordre colossal de pilastres « ioniques » avec des têtes de béliers et son étage d’attique a été gravée par Jean Marot, cf. Jean-Marie Pérouse de Montclos, Le guide du patrimoine de Paris, Paris, 1994, pages 216-217. Brice parle de cette maison en mentionnant notamment les décors extérieurs « d’un goût d’architecture bizarre, mais cependant qui produisent un effet assez passable », cf. Germain Brice, Description nouvelle de la ville de Paris, Paris, 1706, tome II, page 316.</p> [AP]"
textgrid:3pfgn,Sturm,,OK,,https://www.wikidata.org/wiki/Q1643144,x,,,,,Paris, hôtel de Sully,Paris, Hôtel de Sully,domestic,conservé,erhalten,hôtel particulier,Hôtel particulier,<Du Cerceau, Jean Androuet (https://viaf.org/viaf/313568392)>; <Lambert, Simon>; <Le Vau, François (https://viaf.org/viaf/313568443)>,1624 : début des travaux ; 1630 : fin des travaux ; 1659-1660 : modifications,1624: Baubeginn; 1630: Bauende; 1659-1660: Umbauphase,48.854460,,"<p>L’hôtel de Sully, attribué à l’architecte Jean Androuet du Cerceau, est construit de 1624 à 1630. Maximilien de Béthune, duc de Sully, en obtient la propriété dès 1634. Le bâtiment reste dans la famille Sully jusqu’au <smc>XVIII</smc><sup>e</sup> siècle et connaît un premier agrandissement en 1660 par l’architecte Simon Lambert. Acheté par l’État français au milieu du <smc>XX</smc><sup>e</sup> siècle, il est restauré et réhabilité de 1945 à 1970. Depuis 1967, il accueille le siège du Centre des monuments nationaux.</p>
<p>Alexandre Gady, <i>Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque</i>, Paris, Parigramme, 2008, p. 184-185.</p>","<p>Das Hôtel de Sully wird dem Architekten Jean Androuet du Cerceau zugeschrieben. Es wurde 1624 bis 1630 erbaut und von Maximilien de Béthune, Herzog von Sully, 1634 erworben. Das Stadtpalais, das bis ins 18. Jh. im Besitz der Familie Sully verblieb, erfuhr 1660 eine erste Erweiterung durch den Architekten Simon Lambert. Mitte des 20. Jh.s wurde es vom französischen Staat erworben und 1945 bis 1970 restauriert. Seit 1967 ist es Sitz der staatlichen Denkmalverwaltung (Centre des Monuments nationaux).</p>
<p>Gady, Alexandre: Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque. Paris, Parigramme, 2008. S. 184-185.</p>","<p>Das Hôtel de Sully, das dem Architekt Jean Androuet du Cerceau zugeschrieben wird, wurde zwischen 1624 und 1630 erbaut. Maximilien de Béthune, Duc de Sully, erstand 1634 das Grundstück. Das Gebäude blieb in der Familie Sully bis zum 18. Jh. und erfuhr 1660 eine erste Erweiterung durch den Architekt Simon Lambert. Der französische Staat erwarb es in der Mitte des 20. Jh.s und es wurde zwischen 1945 und 1970 restauriert und saniert. Seit 1967 befindet sich dort der Sitz des Centre des Monuments Nationaux.</p>
<p>Gady, Alexandre: Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque. Paris, Parigramme, 2008. S. 184-185.</p>",x
textgrid:3pfgp,Sturm,,OK,,https://www.wikidata.org/wiki/Q3145764,x,,,hôtel de Terrat ; hôtel de Brancas,Hôtel de Terrat; Hôtel de Brancas,Paris, hôtel de Chantosme,Paris, Hôtel de Chantosme,domestic,conservé,erhalten,hôtel particulier,Hôtel particulier,<Bullet, Pierre (psn:textgrid:3pg6h)>,<smc>XVI</smc><sup>e</sup> siècle : début des travaux ; 1710 : modifications,16. Jh.: Baubeginn; 1710: Umbauphase,48.850900, 2.337000,"<p>Cet hôtel est construit au milieu du <smc>XVI</smc><sup>e</sup> siècle pour le prince de La Roche-sur-Yon, Louis II de Bourbon. Il est fortement remanié par l’architecte Pierre Bullet vers 1710 pour le nouveau propriétaire Gaston-Jean-Baptiste Terrat, marquis de Chantosme, et vendu en 1719 par les héritiers du marquis à Jean-Baptiste Petit-de-Saint-Lienne. De 1733 à 1742, il accueille l’école d’équitation tenue par l’écuyer François Robichon de La Guérinière, associé avec François-Nicolas Desprez. À partir de 1775, il devient la propriété du duc de Brancas. Il sera restauré au début du <smc>XXI</smc><sup>e</sup> siècle.</p>
<p>Alexandre Gady, <i>Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque</i>, Paris, Parigramme, 2008, p. 307.</p>",,"<p>Dieses Hôtel wurde in der Mitte des 16. Jh.s für den Prince de la Roche-sur-Yon, Louis II. de Bourbon, erbaut und um 1710 von dem Architekt Pierre Bullet für den neuen Eigentümer Gaston-Jean-Baptiste Terrat, Marquis de Chantosme, umgebaut. Das Hôtel wurde 1719 von den Erben des Marquis an Jean-Baptiste Petit-de-Saint-Lienne verkauft. Von 1733 bis 1742 befand sich dort die Reitschule von François Robichon de La Guérinière und François-Nicolas Desprez. Ab 1775 wurde es Eigentum des Duc de Brancas. Es wurde zu Beginn des 21. Jh.s restauriert.</p>
<p>Gady, Alexandre: Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque. Paris, Parigramme, 2008. S. 307.</p>",x,"Construit en 1710 au 6 rue de Tournon par Pierre Bullet pour Jean-Gaston-Baptiste Terrat, marquis de Chantosme et chancelier du Régent. Vendu en 1719 par les héritiers du marquis à Jean-Baptiste Petit-de-Saint-Lienne. De 1733 à 1742, école d’équitation tenue par l’écuyer François Robichon de La Guérinière, associé avec François-Nicolas Desprez. À partir de 1775, propriété du duc de Brancas. [cp] [révisions AJ]

<p>Cet hôtel, qui abrita jadis l’Institut français d’architecture, a été construit vers 1540. A la fin du <smc>XVI</smc><sup>e</sup> siècle, il appartenait à Louis de Bourbon, duc de Montpensier, puis au <smc>XVII</smc><sup>e</sup> siècle à la famille de la Roche-sur-Yon. Le chancelier Jean-Baptiste Terrat de Chantesme l’a acquis à la fin du <smc>XVII</smc><sup>e</sup> siècle et a chargé Pierre Bullet en 1710 de la reconstruction, cf. Eric Langenskiöld, Pierre Bullet. The royal architect, Stockholm, 1959, page 28.</p> [AH]
",x
textgrid:3q1b3,Corfey,,OK,,,,,x,,,Paris, maison de M. Vaillant (à l’Arsenal),Paris, Maison de M. Vaillant (im Arsenal),domestic,,,,,,,,,,,,,,,,
textgrid:3pfgr,Sturm,,OK,,,x,,,,,Paris, hôtel de Ventadour,Paris, Hôtel de Ventadour,domestic,détruit,zerstört,hôtel particulier,Hôtel particulier,,avant 1600 : construction ; 1716 : destruction,vor 1600: Errichtung; 1716: Zerstörung,48.850562, 2.336680,"<p>L’entrée de cet hôtel donnait sur la rue de Tournon et se trouvait au n° 8.</p>
<p>Michel Le Moël, <i>L’architecture privée à Paris au Grand Siècle</i>, Paris, Commission des travaux historiques de la Ville de Paris, 1990, p. 153.</p>","<p>Der Eingang zu diesem Hôtel befand sich bei der Hausnummer 8 der Rue de Tournon.</p>
<p>Le Moël, Michel: L’architecture privée à Paris au Grand Siècle. Paris, Commission des travaux historiques de la Ville de Paris, 1990. S. 153.</p>",,x,"Au 8 de la rue Tournon s’élevait l’hôtel Ventadour détruit en 1716 lorsque Guy Chartraire de Saint-Aignan fait construire son hôtel. En effet, il récupère l’hôtel de sa soeur épouse du bailli de Sémur, qui avait acquis le bien auprès de Nicolas de Jassaud, président de la Chambre des Comptes. Ce dernier l’avait reçu du prince de Rohan-Soubise quile tenait de son épouse issue des Ventadour. Le duc de Ventadour avait lui même acquis le bien en 1607 auprès de Pierre de Beringhen, premier valet du roi qui l’avait acheté en 1600. [AJ]
source : https://www.paristoric.com/index.php/transports-et-voirie/rues/4735-la-rue-de-tournon

<p>L’entrée de cet hôtel donnait sur la rue de Tournon et se trouvait au n° 8, cf. Michel Le Moël, L’architecture privée à Paris au Grand Siècle, Paris, 1990, page 153 (ill. 140).</p> [AH]

Brice : https://books.google.fr/books?id=jKTjgKir2PUC&pg=PP15&dq=Paris,+h%C3%B4tel+de+Ventadour&hl=fr&sa=X&ved=2ahUKEwi2kZDdtYzuAhVV3IUKHfulCgsQ6AEwBnoECAkQAg#v=onepage&q=Paris%2C%20h%C3%B4tel%20de%20Ventadour&f=false",x,
textgrid:3pfgs,Corfey, Knesebeck, Neumann,,,OK,,https://www.wikidata.org/wiki/Q640968,x,,,,,Paris, Hôtel de Ville,Paris, Hôtel de Ville,public,conservé,erhalten,,,<Bernabei, Domenico (https://viaf.org/viaf/32265788)>,1533 : début des travaux ; 1628 : fin des travaux ; 1871 : incendie ; 1874-1882 : reconstruction,1533: Baubeginn; 1628: Bauende; 1871: Brand; 1874-1882: Wiederaufbau,, 2.35244,,,
textgrid:3pfgt,Knesebeck, Pitzler, Sturm,,OK,"Full line checked [AG]

geoloc : 2 Rue Radziwill, 75001 Paris
MM (17/06): checked, descr. retouchée, @Bastien, ajouter en FR:  ""peintures mythologiques représentant les quatre éléments et Apollon sur son char au panneau central""

BC : description modifiée avec ajout
 / MM: ok!",,x,,,hôtel de Toulouse,Hôtel de Toulouse,Paris, hôtel de La Vrillière,Paris, Hôtel de La Vrillière,domestic,conservé,erhalten,hôtel particulier,Hôtel particulier,<Mansart, François (psn:textgrid:3pgbq)>; <Le Vau, Louis (psn:textgrid:3pgfg)>; <Perrier, François (psn:textgrid:3pgcx)> ,1635 : début des travaux ; 1650 : fin des travaux ; 1714-1718 : modifications,,48.865364, 2.339787,"<p>L’hôtel de La Vrillière fut construit entre 1635 et 1650 par l’architecte François Mansart pour le secrétaire d’État et collectionneur Louis Phélypeaux, marquis de La Vrillière. L’hôtel est célèbre pour sa Galerie dorée du premier étage, d’une longueur d’environ 40 mètres, dont le plafond avait été décoré par l’académicien François Perrier de peintures mythologiques représentant les quatre éléments et Apollon sur son char dans un panneau central, et les murs ornés de tableaux issus de la collection du marquis. L’hôtel et sa Galerie dorée furent remaniés entre 1714 et 1718 par l’architecte Robert de Cotte pour le nouveau propriétaire, le comte de Toulouse. La Galerie se vit à cette occasion orner de nouveaux lambris dorés par François-Antoine Vassé. Après la Révolution, en 1808, la Banque de France acheta l’hôtel et y établit son siège social. En 1870, les décors de Perrier, trop altérés par le temps, furent retirés et recopiés à l’identique par les frères Paul et Raymond Balze. La Galerie dorée a connu une restauration majeure en 2014 et 2015. L’hôtel est encore à ce jour le siège de la Banque de France.</p>
<p>Alexandre Gady, <i>Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque</i>, Paris, Parigramme, 2008, p. 188-189.</p>
<p>Le décor de la Galerie dorée est évoqué par Sturm.</p>","<p>Das Hôtel de La Vrillière wurde 1635 bis 1650 vom Architekten François Mansart für den Secrétaire d’État Louis Phélypeaux, Markgraf von La Vrillière, erbaut, der auch Kunstsammler war. Berühmt ist das Stadtpalais für seine ungefähr vierzig Meter lange Galerie dorée im Obergeschoss. Die Deckengemälde stammten von dem Akademiemitglied François Perrier, der in mythologischer Einkleidung die vier Elemente und im zentralen Bildfeld Apoll auf seinem Sonnenwagen dargestellt hat; an den Wänden hingen Gemälde aus der Sammlung des Marquis. Das Hôtel wurde mitsamt der Galerie dorée zwischen 1714 und 1718 durch den Architekten Robert de Cotte für den neuen Eigentümer, den Comte de Toulouse, umgebaut. Die Galerie erhielt neue vergoldete Vertäfelungen von François-Antoine Vassé. Nach der Revolution erwarb die Banque de France im Jahr 1808 das Hôtel. 1870 wurde die Deckenausmalung von Perrier, die in einem schlechten Zustand war, beseitigt und durch Kopien der Gebrüder Paul und Raymond Balze ersetzt. Die Galerie dorée wurde 2014 bis 2015 aufwändig restauriert. Heute befindet sich das Hôtel noch immer im Besitz der Banque de France.</p>
<p>Gady, Alexandre: Les hôtels particuliers de Paris du Moyen Âge à la Belle Époque. Paris, Parigramme, 2008. S. 188-189.</p>
<p>Die Ausstattung der Galerie Dorée wird von Sturm erwähnt.</p>
"
textgrid:3qkmj,Pitzler,,OK,,,,,x,,,Paris, hôtel avec un bel escalier,Paris, Hôtel mit einer schönen Treppe,domestic,,,,,,,,,,,<p>nicht identifiziert (Pitzler,,,,,
textgrid:3pfgv,Sturm,,OK,,https://www.wikidata.org/wiki/Q306107,x,,,abbaye aux Boys ; Notre-Dame-aux-Bois,Abbaye aux Boys; Notre-Dame-aux-Bois,Paris, Abbaye-aux-Bois,Paris, Abbaye-aux-Bois,religious,détruit,zerstört,,,<Cotte, Robert de (psn:textgrid:3pg7t)>; <Verniquet, Edme (https://viaf.org/viaf/22241880)>,1202 : fondation (à Ognolles dans l’Oise) ; 1654 : déménagement à Paris; 1640 : fondation (couvent des Dix-Vertus à Paris) ; 1718 : modifications ; 1904 : destruction,1202: Gründung (in Ognolles dans l’Oise); 1654: Umzug nach Paris; 1640: Gründung (Frauenkloster der Dix-Vertus in Paris); 1718: Umbauphase; 1904: Zerstörung,48.856336, 2.327641,,"<p>Diese Abtei befand sich zwischen der Rue de la Chaise und der Kreuzung Carrefour de la Croix-Rouge, auf dem Standort des heutigen Kaufhauses Bon Marché. Das 1202 gegründete Mutterkloster befand sich in der Diözese Noyon. Da diese Gegend im 17. Jh. im Mittelpunkt konfessioneller Konflikte stand, kamen die Ordensschwestern nach Paris, wo sie sich in der Rue de Sèvres niederlassen durften. Erst im 18. Jh. wurden Erweiterungsarbeiten von den Architekten Robert de Cotte und Edme Verniquet vorgenommen. Das Kloster wurde während der Französischen Revolution aufgelöst und bis auf die Kirche parzelliert. 1904 wurden diese schließlich auch zerstört, um Platz für die Verlängerung der Rue de Sèvres zu schaffen. 1919 wurde an deren Standort das Théâtre Récamier erbaut (1978 geschlossen).</p>
<p>Lours, Mathieu (Hrsg.): Paris et ses églises du Grand Siècle aux Lumières. Paris, Picard, 2016. S. 297-298.</p>","<p>Diese Abtei befand sich zwischen der Rue de la Chaise und dem Carrefour de la Croix-Rouge, dem Standort des heutigen Bon Marché. Das Mutterkloster, 1202 gegründet, befand sich in der Diocèse de Noyon. Im 17. Jh. kamen die Ordensschwestern aufgrund der Verwüstungen in der Region nach Paris und ließen sich in der Rue de Sèvres nieder. Erst im 18. Jh. wurden Vergrößerungsarbeiten von den Architekten Robert de Cotte und Edme Verniquet vorgenommen. Das Kloster wurde während der Revolution aufgelöst und seine Räumlichkeiten, bis auf die Kirche, in mehrere Wohnungen aufgeteilt. 1904 wurden die restlichen Gebäude (die Kapelle) zerstört um Platz für die Verlängerung der Rue de Sèvres zu lassen. 1919 wurde an diesem Standort das Théâtre Récamier (1978 geschlossen) gebaut.</p>
<p>Lours, Mathieu (Hrsg.): Paris et ses églises du Grand Siècle aux Lumières. Paris, Picard, 2016. S. 297-298.</p>",x,"Abbaye cistercienne fondée en 1202 par Jean de Nesle et établi à Ognolles dans l’Oise jusqu’à son transfert à Paris en raison d’un incendie arrivé en 1659. Dès les années 1650, les s_x009c_urs se déplaçaient déjà à Compiègne, puis à Paris en 1654. Elles s’installent définitivement rue de Sèvres au couvent des Dix-Vertus qui a été fondé en 1640 par les s_x009c_urs de l’Annonciade. Fermée en août 1792, l’abbaye est vendue comme bien national en 1797. Elle est supprimée en 1904 et les bâtiments sont démolis en 1907, à l’exception de la chapelle. [AJ]

<p>Cette abbaye se trouvait entre la rue de la Chaise et le carrefour de la Croix-Rouge, à l’emplacement du Bon Marché actuel. La maison mère de ce couvent, fondé en 1202, se trouvait dans le diocèse de Noyon. Au <smc>XVII</smc><sup>e</sup> siècle, la région ayant été dévastée, les religieuses viennent à Paris et peuvent s’installer rue de Sèvres. C’est seulement au <smc>XVIII</smc><sup>e</sup> siècle que des travaux d’agrandissement sont entrepris sous les architectes Robert de Cotte, puis d’Edme Verniquet, cf. Jean-Pierre Willesme, Les Cisterciens à Paris, Paris, 1986, page 69.</p> [AH]"
